00045b3c1116e81ddddde52ec14b73e145a2051a	81	Ventusltd/star-maker	c5bf5f6518feba594bb057988e8e99ca81044952	stars/c778a8227111.json
000bf29f0b18ad9ca0a6807af8fff7d001fcd79f	401	Ventusltd/gridmachine2	243091b58763af93c83f4205499cbe3f02c1a9b0	reports/20260907T132651Z/inventory/part-003.tsv
000cde7919ba7518ee2f7ca4e94017f4147f302b	123	Ventusltd/chatgpt-audits	2ffb435d105d3729be764e20f1fce6720d681133	202608310033-study/PROJECT-STUDIES/00001.0-12110-daisy-cottage-ty-canol-road-solar-panels.md
000e5ab551b9b639cbaaa97fe337cc507b55e105	186	Ventusltd/testcode	7f8f33679aa289165fb443484c5115b42744916f	sandbox/tools/pdf-export.browser.mjs
001281032b5f0a950f6ccd6459cee2de13a7aa8c	60	Ventusltd/globalgrid2050	4f3ff4f413488f6f2be36e881d16fe2c557f959e	uk_energy_tracking_v4/live-app.js
00128d3ee02d9c2d770ed3c284e2816ab50c4889	73	Ventusltd/star-maker	c5bf5f6518feba594bb057988e8e99ca81044952	stars/d76c6550214f.json
00161d66ad8fd7ac331aa9e0a7e3a2a47defee4e	1	Ventusltd/testcode	7f8f33679aa289165fb443484c5115b42744916f	sandbox/202609141527-numbered-universe/data/relations/1.json
00170ba2a10eb4bebc626dc61eb4b48998dc7507	69	Ventusltd/pipelinenews	4980096b57cb35f63ad2d80bded5687beb2a9532	manifests/202608272001-mobile-css-repair.json
0018891e10e699585a51d38f9926fd85f87dd218	113	Ventusltd/chatgpt-audits	2ffb435d105d3729be764e20f1fce6720d681133	202608310033-study/PROJECT-STUDIES/00013.3-B1067-tylerfedwen-farm-solar-park.md
00261a33f51f0c4f5d718bbca2d34bfcc29aaf6a	73	Ventusltd/star-maker	c5bf5f6518feba594bb057988e8e99ca81044952	stars/148b11eeed6f.json
002642c3d319dacfd357b0d8aeb5a7d37fe50915	86	Ventusltd/spiders	b47609b9252f65f8ccf7ac6a2393619e374ecf30	codex/reload/test_reload.py
00320bc6900f43450d6045b57dc3dec88d7e8fdd	98	Ventusltd/star-maker	c5bf5f6518feba594bb057988e8e99ca81044952	stars/448935b1d17d.json
003272d322c817f9cd1915a55cf4bd3b3eaadccc	66	Ventusltd/teleprinter	142163d591ab2cafbe36806f12e6f3607740f4c7	drivers/codex/PRINT-TEST-202609051623.md
0036681cf0b147dd65d2d86fb9d630119eac42b7	1	Ventusltd/galaxies-wafers	fff6fc6ad4f93a15fe8f6456942a1b44e5547105	layers/modules/module-x215.json
0038377e02780790bc28583751d3ee9130dba6fc	113	Ventusltd/chatgpt-audits	2ffb435d105d3729be764e20f1fce6720d681133	202608310033-study/PROJECT-STUDIES/00050.0-7119-penwortham-sub-station.md
0039a5d1c378112cb6950fefdfebb31cca1103a9	24	Ventusltd/globalgrid2050	4f3ff4f413488f6f2be36e881d16fe2c557f959e	uk_energy_tracking_v6/generation_history/backfill_reports/GENERATION_AGGREGATE_BACKFILL_2018.md
003bfdb99ac45c6891815bf8eac02dff1ae02dd9	61	Ventusltd/companies	ac70a37408d4f434e89e8a80cc36d40e450d3cfb	build/python/202608272120-verify-companies-house-candidate.py
003fe7da022dbd73977bcb15480eb8662f84ca82	6795	Ventusltd/gridatlas	238578f05707d2b4537d5c988e46a2164079e5c6	atlas/cartridges/202609030156-sld-sandbox-v9-8.js
0048802883266c68d5bdb6f5add0074e8b5b729d	72	Ventusltd/companies	ac70a37408d4f434e89e8a80cc36d40e450d3cfb	.gitattributes
004bad2fc0c2e5d5c920f124fded33f0e371c7a7	150	Ventusltd/spiders	b47609b9252f65f8ccf7ac6a2393619e374ecf30	tools/test-estate-survey.mjs
004df4a7b2749aaaea3d1a14cc4096e8d174742f	7585	Ventusltd/gridatlas	238578f05707d2b4537d5c988e46a2164079e5c6	atlas/cartridges/202609032315-sld-sandbox-v9-8.js
005535c751f625b84ad03315e206d9dfba998c8d	152	Ventusltd/globalgrid2050	4f3ff4f413488f6f2be36e881d16fe2c557f959e	data_science_protocol/DATA_SCIENCE_LOGIC_VENTUS.md
005b6f3bc356384dd11fcb52ad8cf136b3fd70ed	73	Ventusltd/star-maker	c5bf5f6518feba594bb057988e8e99ca81044952	stars/88a09e986338.json
005c90ee4371adb438959495fe4120ec2682d4d9	73	Ventusltd/star-maker	c5bf5f6518feba594bb057988e8e99ca81044952	stars/f5396ace80e2.json
005d08ebb44010d566ff11c3b879bcdd59d19095	13	Ventusltd/galaxies-wafers	fff6fc6ad4f93a15fe8f6456942a1b44e5547105	iterations/16-firm-capacity/model.test.mjs
0065b703e0ef5295a5947c5b546529968467fd52	84	Ventusltd/data-federation-map-for-globalgrid2050-all-repos	b759a7d2b5ec0dcc233c27db813ceadc5469157d	quotations_request_for_new_features_via_purchase_orders/2026-07-02-0345-QT-spider-dno-open-data-bundle.md
0067041697b06c1d8fb349a0fa5e71258c5db360	19	Ventusltd/globalgrid2050	4f3ff4f413488f6f2be36e881d16fe2c557f959e	testcode/releases/202609060432-test-record.json
006fd7618bf646d9a94cb93b26bb40bb1ef3880b	109	Ventusltd/chatgpt-audits	2ffb435d105d3729be764e20f1fce6720d681133	202608310033-study/PROJECT-STUDIES/00003.5-20800-wervin-road-wervin-solar-pv-panels.md
007051e9e6024ce392418b2ac68a416536df1a33	54	Ventusltd/globalgrid2050	4f3ff4f413488f6f2be36e881d16fe2c557f959e	.github/workflows/add-v6-v7-print-v2-compact-report-mode.yml
00746d35c22629b2d9cef4173420a960243095a9	109	Ventusltd/chatgpt-audits	2ffb435d105d3729be764e20f1fce6720d681133	202608310033-study/PROJECT-STUDIES/00030.4-8348-windmill-farm-solar-farm-old-malton.md
00785556ee9a7231561e1a91493e4271d2d68232	81	Ventusltd/star-maker	c5bf5f6518feba594bb057988e8e99ca81044952	stars/f85903a9c9ac.json
007c447ba9d69edad91ed7a122aa5b31aa57be56	56	Ventusltd/globalgrid2050	4f3ff4f413488f6f2be36e881d16fe2c557f959e	pipelinenews_intelligence/202608312109/sha256sums.txt
007cfc4ec0c0753638611cd6f8fe318e10638235	22	Ventusltd/stars	8afd8c9a4af38587eddfc842e669507bf4cd0baf	decisions/d007.json
007d31c684ce0df7d119ad3a9747ab828f1a2ba4	73	Ventusltd/star-maker	c5bf5f6518feba594bb057988e8e99ca81044952	stars/123b07cbd660.json
007f08fb3f9ade8954056931ca99ee1e50162cb5	73	Ventusltd/star-maker	c5bf5f6518feba594bb057988e8e99ca81044952	stars/297f776f64da.json
007fbbf8b11ded01e52f769c53b1c541da68686d	1	Ventusltd/galaxies-wafers	fff6fc6ad4f93a15fe8f6456942a1b44e5547105	iterations/12-visibility-lab/geometry/module-x465.json
0081db8c63161db25dd71fd299b4207b4c7ef76b	165	Ventusltd/pipelinenews	4980096b57cb35f63ad2d80bded5687beb2a9532	discovery/fixtures/202608272130-sector-intelligence-rss.json
008464faaecaf20a761739a61da2278be62b4963	14	Ventusltd/globalgrid2050	4f3ff4f413488f6f2be36e881d16fe2c557f959e	pipelinenews_intelligence/202608311343/assets/202608261927-chart-umd.min.js
008592c5935fd1fe8dbedc5502f4452be5e1ab0b	2	Ventusltd/gridatlas	238578f05707d2b4537d5c988e46a2164079e5c6	machine-learning/records/202608292126-layer-performance.jsonl
00882cceb88322eac56806540bf61754fa83039b	162	Ventusltd/ventus-grid-engine	c352fc63ee26973abb6f95b30439eb1886d9a429	proofs/current-from-power.proof.mjs
0090a7b55f3be504ec6595ff3515b1cefca22f02	109	Ventusltd/chatgpt-audits	2ffb435d105d3729be764e20f1fce6720d681133	202608310033-study/PROJECT-STUDIES/00040.0-18216-blackthorn-solar-farm.md
00925f6d353e8fa5f6de067745098d904e06e0cf	73	Ventusltd/star-maker	c5bf5f6518feba594bb057988e8e99ca81044952	stars/39cb26f1a3d2.json
009376c5c36b570eec717cb033bfdcab6111cd72	120	Ventusltd/gridatlas	238578f05707d2b4537d5c988e46a2164079e5c6	orchestration/202608310015-gridatlas-overnight-next-versions/202608310015-study-build-controller.part-06
0094e51828c14dc9bf45969431f3e2ecd796c241	11	Ventusltd/globalgrid2050	4f3ff4f413488f6f2be36e881d16fe2c557f959e	testcode/202609051958/pipeline/teleprinter-bootstrap.js
009eb8285e2cffc9c8590f6e607bb9a99bd28a5a	123	Ventusltd/chatgpt-audits	2ffb435d105d3729be764e20f1fce6720d681133	202608310033-study/PROJECT-STUDIES/00002.7-9657-sherwood-way-south.md
00a6d9f064920c5832871d9226226667e3dc2f78	148321	Ventusltd/globalgrid2050	4f3ff4f413488f6f2be36e881d16fe2c557f959e	data/generation/archive/2021/elexon_generation_sources_2021-06.csv
00aa87a86e2cc30f1bc3fe9b7365512bcfe38484	121	Ventusltd/chatgpt-audits	2ffb435d105d3729be764e20f1fce6720d681133	202608310033-study/PROJECT-STUDIES/00050.0-8927-dersalloch-battery-storage-facility.md
00b0cc4a5b0b8bd08c1891083a622a5411843247	98	Ventusltd/star-maker	c5bf5f6518feba594bb057988e8e99ca81044952	stars/66a93397aeff.json
00b31b909ff5a5118ce169228b3e371d87e612c1	109	Ventusltd/chatgpt-audits	2ffb435d105d3729be764e20f1fce6720d681133	202608310033-study/PROJECT-STUDIES/00005.2-16945-aston-martin-lagonda-banbury-road-solar-panels.md
00bc46154c0b6feed80b252e0f71acf9cc0ffc1b	15	Ventusltd/cvaa	6df14edd41bde6fe13de494b8163b320df38569a	cvaa.json
